               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 150,            0.022003,           0.0071703,           0.0006445,             0.97854,              0.9822,             0.98824,              0.6264,             0.02562,           0.0060546,          0.00019714,           0.0026245,           0.0026245,           0.0026245
                 151,            0.022008,           0.0070201,          0.00061145,             0.97624,             0.98176,             0.98789,             0.62719,            0.025603,           0.0060525,          0.00019434,            0.002575,            0.002575,            0.002575
                 152,            0.021941,           0.0071143,           0.0005838,             0.97529,             0.98208,             0.98776,             0.62855,            0.025567,           0.0060527,          0.00019557,           0.0025255,           0.0025255,           0.0025255
                 153,            0.021785,           0.0068345,          0.00066333,             0.97669,             0.98079,             0.98776,             0.62863,            0.025528,            0.006053,          0.00019557,            0.002476,            0.002476,            0.002476
                 154,            0.021535,           0.0068825,          0.00060756,             0.97801,             0.97989,             0.98767,                0.63,            0.025486,           0.0060505,          0.00019323,           0.0024265,           0.0024265,           0.0024265
                 155,            0.021634,           0.0069251,          0.00055322,             0.97836,              0.9803,             0.98787,             0.62978,            0.025458,           0.0060571,          0.00019051,            0.002377,            0.002377,            0.002377
                 156,            0.021276,           0.0069445,          0.00064371,             0.97886,              0.9794,             0.98793,              0.6308,            0.025427,           0.0060534,          0.00018864,           0.0023275,           0.0023275,           0.0023275
                 157,             0.02123,           0.0069831,          0.00060602,             0.97789,             0.98035,             0.98794,             0.63068,            0.025374,           0.0060466,           0.0001867,            0.002278,            0.002278,            0.002278
                 158,            0.021172,           0.0070185,          0.00054691,             0.97758,              0.9807,             0.98795,             0.63121,            0.025342,           0.0060427,          0.00018406,           0.0022285,           0.0022285,           0.0022285
                 159,            0.021063,              0.0071,          0.00056646,             0.97901,             0.97978,             0.98794,             0.63109,            0.025288,           0.0060346,          0.00018237,            0.002179,            0.002179,            0.002179
                 160,             0.02104,            0.006889,          0.00060201,             0.97582,             0.98316,             0.98793,             0.63154,            0.025267,           0.0060328,          0.00018109,           0.0021295,           0.0021295,           0.0021295
                 161,             0.02076,           0.0068236,          0.00054782,             0.97643,             0.98286,              0.9879,             0.63186,            0.025231,           0.0060316,          0.00018063,             0.00208,             0.00208,             0.00208
                 162,            0.020725,           0.0069263,          0.00060646,             0.97607,             0.98294,             0.98797,             0.63218,            0.025189,           0.0060293,          0.00017863,           0.0020305,           0.0020305,           0.0020305
                 163,            0.020557,           0.0067941,          0.00055713,              0.9772,             0.98221,             0.98816,             0.63221,            0.025163,           0.0060273,          0.00017852,            0.001981,            0.001981,            0.001981
                 164,            0.020403,           0.0066963,           0.0005542,             0.97799,              0.9812,             0.98807,             0.63299,             0.02514,           0.0060236,          0.00017679,           0.0019315,           0.0019315,           0.0019315
                 165,            0.020727,           0.0068086,          0.00061285,             0.97516,             0.98514,             0.98825,             0.63344,            0.025133,           0.0060229,          0.00017535,            0.001882,            0.001882,            0.001882
                 166,            0.020507,           0.0067951,          0.00058718,             0.97843,             0.98081,             0.98828,              0.6337,            0.025112,           0.0060227,          0.00017453,           0.0018325,           0.0018325,           0.0018325
                 167,            0.020344,           0.0069021,          0.00054098,             0.97063,             0.98825,             0.98825,             0.63392,            0.025092,           0.0060206,          0.00017195,            0.001783,            0.001783,            0.001783
                 168,            0.020075,           0.0065455,          0.00048782,             0.96984,             0.98812,             0.98774,             0.63463,            0.025068,           0.0060205,           0.0001684,           0.0017335,           0.0017335,           0.0017335
                 169,            0.019986,           0.0066786,          0.00057449,             0.97078,              0.9875,             0.98787,             0.63457,            0.025037,           0.0060205,          0.00016569,            0.001684,            0.001684,            0.001684
                 170,            0.019968,           0.0066056,          0.00057021,             0.97141,             0.98779,             0.98826,             0.63523,            0.025016,           0.0060214,          0.00016307,           0.0016345,           0.0016345,           0.0016345
                 171,            0.019724,           0.0065894,          0.00049914,              0.9722,             0.98835,             0.98844,             0.63563,            0.024997,           0.0060238,          0.00016052,            0.001585,            0.001585,            0.001585
                 172,            0.019861,           0.0067042,          0.00051048,             0.97252,             0.98806,             0.98848,             0.63586,            0.024979,           0.0060255,          0.00015751,           0.0015355,           0.0015355,           0.0015355
                 173,            0.019645,           0.0067133,           0.0005574,             0.97283,             0.98807,             0.98849,              0.6357,            0.024962,           0.0060292,          0.00015486,            0.001486,            0.001486,            0.001486
                 174,            0.019279,           0.0065209,          0.00050993,             0.97294,              0.9876,             0.98849,             0.63658,            0.024943,           0.0060345,          0.00015232,           0.0014365,           0.0014365,           0.0014365
                 175,            0.019467,           0.0066321,          0.00052621,             0.97901,             0.98182,             0.98853,              0.6377,            0.024916,           0.0060385,          0.00014992,            0.001387,            0.001387,            0.001387
                 176,            0.019219,           0.0065541,          0.00047654,             0.97904,             0.98126,             0.98846,             0.63753,            0.024894,           0.0060413,          0.00014836,           0.0013375,           0.0013375,           0.0013375
                 177,            0.019187,           0.0065804,          0.00052021,             0.97838,             0.98142,             0.98804,             0.63761,            0.024879,            0.006043,          0.00014529,            0.001288,            0.001288,            0.001288
                 178,            0.018927,           0.0065517,          0.00044152,             0.97902,             0.98144,             0.98856,             0.63816,            0.024872,           0.0060433,          0.00014224,           0.0012385,           0.0012385,           0.0012385
                 179,            0.019111,           0.0064545,          0.00052462,             0.97891,               0.981,             0.98811,             0.63924,            0.024854,           0.0060436,          0.00014091,            0.001189,            0.001189,            0.001189
                 180,            0.018692,           0.0064699,          0.00048394,             0.97926,             0.98144,             0.98816,             0.63911,            0.024839,           0.0060441,          0.00014078,           0.0011395,           0.0011395,           0.0011395
                 181,            0.018898,           0.0064129,          0.00046743,             0.97895,             0.98118,             0.98866,             0.63889,            0.024819,           0.0060468,          0.00013937,             0.00109,             0.00109,             0.00109
                 182,            0.018584,           0.0064089,          0.00047183,             0.97924,             0.98107,             0.98867,             0.63895,            0.024809,           0.0060494,          0.00013799,           0.0010405,           0.0010405,           0.0010405
                 183,            0.018702,           0.0064657,          0.00044087,             0.97873,             0.98112,             0.98868,             0.63928,            0.024801,           0.0060507,          0.00013672,            0.000991,            0.000991,            0.000991
                 184,            0.018559,           0.0064432,          0.00049383,             0.97466,             0.98549,              0.9887,             0.64019,            0.024785,           0.0060524,          0.00013541,           0.0009415,           0.0009415,           0.0009415
                 185,            0.018321,           0.0062856,          0.00045654,             0.97489,             0.98498,             0.98873,             0.63984,            0.024778,           0.0060543,          0.00013467,            0.000892,            0.000892,            0.000892
                 186,            0.018159,            0.006417,          0.00044521,             0.97489,             0.98486,             0.98871,             0.63985,            0.024758,            0.006055,          0.00013423,           0.0008425,           0.0008425,           0.0008425
                 187,            0.018218,           0.0063404,          0.00045033,             0.97467,             0.98462,             0.98843,             0.64024,            0.024737,           0.0060555,          0.00013286,            0.000793,            0.000793,            0.000793
                 188,            0.018001,           0.0063168,          0.00054898,             0.97411,             0.98498,             0.98847,             0.64111,            0.024722,           0.0060563,          0.00013158,           0.0007435,           0.0007435,           0.0007435
                 189,             0.01801,            0.006264,          0.00042346,              0.9744,             0.98521,             0.98851,             0.64128,            0.024704,           0.0060563,          0.00012818,            0.000694,            0.000694,            0.000694
                 190,            0.017772,           0.0063221,          0.00041654,             0.97453,             0.98524,             0.98848,             0.64096,             0.02469,           0.0060573,          0.00012449,           0.0006445,           0.0006445,           0.0006445
                 191,            0.017525,           0.0062789,          0.00043613,              0.9748,               0.985,             0.98848,             0.64115,            0.024677,           0.0060584,          0.00012143,            0.000595,            0.000595,            0.000595
                 192,            0.017601,           0.0062743,          0.00041753,             0.97505,             0.98534,             0.98845,             0.64166,            0.024672,           0.0060607,           0.0001186,           0.0005455,           0.0005455,           0.0005455
                 193,            0.017515,           0.0063257,           0.0003977,             0.97494,             0.98552,             0.98844,              0.6412,            0.024669,            0.006064,          0.00011651,            0.000496,            0.000496,            0.000496
                 194,            0.017398,           0.0062786,          0.00043973,             0.97498,             0.98545,             0.98841,             0.64141,            0.024659,           0.0060674,          0.00011437,           0.0004465,           0.0004465,           0.0004465
                 195,            0.017337,           0.0062574,          0.00041799,             0.97492,              0.9855,              0.9884,             0.64196,            0.024648,           0.0060704,          0.00011228,            0.000397,            0.000397,            0.000397
                 196,            0.017296,           0.0063581,          0.00042302,              0.9753,             0.98593,             0.98877,             0.64241,            0.024637,           0.0060731,          0.00011014,           0.0003475,           0.0003475,           0.0003475
                 197,            0.017236,           0.0061937,          0.00039188,             0.97541,             0.98593,             0.98878,             0.64261,            0.024635,           0.0060769,          0.00010808,            0.000298,            0.000298,            0.000298
                 198,            0.016946,           0.0062653,          0.00041226,             0.97542,             0.98586,             0.98873,             0.64279,            0.024626,           0.0060798,          0.00010595,           0.0002485,           0.0002485,           0.0002485
                 199,            0.017101,           0.0062228,           0.0004099,             0.97563,             0.98538,             0.98873,              0.6439,            0.024618,           0.0060826,           0.0001039,            0.000199,            0.000199,            0.000199
